client_id,department_id,first_sell,last_sell,total_sell,first_buy,last_buy,total_buy,n_forns,n_buys,first_true_sell,time_in_churn,time_in_blu_months,time_in_blu_days,loyal_date,time_to_loyal,churn,earl_churn,ativated_at
36290,9,2019-07-31 12:30:42.000000,2020-06-05 16:30:04.000000,72024.78,2019-08-12 13:18:49.559837,2020-07-31 12:45:42.383775,-94380.64,13.0,44.0,2019-07-30 00:00:00.000000,73,10.0,311.0,2019-07-30 00:00:00.000000,-2.0,1,0,2019-07-31 14:40:11.000000
41076,47,2019-11-22 17:18:56.000000,2020-08-15 16:24:01.000000,72186.51,2020-05-29 12:49:59.565868,2020-08-07 20:06:53.160315,-21693.07,1.0,5.0,2019-11-29 00:00:00.000000,2,9.0,260.0,2019-12-10 00:00:00.000000,17.0,0,0,2019-12-03 19:01:07.000000
538,7,2015-11-23 14:26:47.000000,2016-01-29 18:31:06.000000,2423.55,,,,,,2015-11-28 00:00:00.000000,1661,2.0,62.0,2015-12-17 00:00:00.000000,23.0,1,0,
22115,45,2019-05-20 13:46:35.000000,2019-11-06 18:09:20.000000,156955.9,,,,,,2019-05-20 00:00:00.000000,284,6.0,170.0,2019-05-20 00:00:00.000000,-1.0,1,0,2019-05-17 13:58:12.000000
29165,9,2018-01-15 18:56:04.000000,2019-04-26 18:29:51.000000,20105.01,2018-01-22 20:37:59.594535,2018-11-08 11:14:15.846969,-19113.67,2.0,11.0,2018-01-15 00:00:00.000000,478,16.0,466.0,2018-01-15 00:00:00.000000,-1.0,1,0,2019-05-02 19:08:48.000000
44966,25,2020-03-03 17:22:24.000000,2020-08-15 15:06:43.000000,1823232.71793,2020-04-15 21:30:50.030763,2020-08-06 12:26:39.550637,-1261396.86,2.0,18.0,2020-03-07 00:00:00.000000,2,5.0,161.0,2020-03-07 00:00:00.000000,3.0,0,0,2020-03-07 15:01:05.000000
44602,25,2020-02-20 18:33:04.000000,2020-04-09 16:37:11.000000,4500.01,,,,,,2020-04-09 00:00:00.000000,130,0.0,0.0,2020-04-09 00:00:00.000000,48.0,1,0,2020-03-04 18:50:09.000000
10337,8,2016-10-03 21:02:56.000000,2016-10-24 18:10:58.000000,8633.85,,,,,,2016-10-10 00:00:00.000000,1392,0.0,14.0,2016-10-10 00:00:00.000000,6.0,1,1,
49355,45,2020-07-21 17:25:04.000000,2020-08-13 15:56:57.000000,3386.6,2020-08-12 16:29:12.662800,2020-08-12 16:29:12.662800,-1045.07,1.0,1.0,2020-08-11 00:00:00.000000,4,0.0,2.0,2020-08-11 00:00:00.000000,20.0,0,0,
21631,9,2018-07-18 14:55:08.000000,2020-08-15 14:02:51.000000,320698.15,2018-09-25 20:58:15.900673,2020-08-14 18:59:18.625824,-245643.91,8.0,25.0,2018-07-18 00:00:00.000000,2,25.0,759.0,2018-07-18 00:00:00.000000,-1.0,0,0,2018-07-20 16:41:02.000000
45988,9,2020-03-23 19:03:57.000000,2020-08-11 19:34:24.000000,8677.2,,,,,,2020-07-24 00:00:00.000000,5,1.0,18.0,2020-07-30 00:00:00.000000,128.0,0,0,2020-06-09 21:40:58.000000
40779,9,2019-11-22 20:48:49.000000,2020-08-11 20:57:29.000000,63431.91,2020-01-27 11:18:43.599664,2020-08-13 13:23:25.142890,-41150.33,14.0,42.0,2019-11-29 00:00:00.000000,5,9.0,256.0,2019-11-29 00:00:00.000000,6.0,0,0,2019-11-26 18:32:06.000000
14399,45,2017-10-18 14:22:45.000000,2020-08-15 14:28:26.000000,1144985.75,2020-08-05 19:23:49.802278,2020-08-10 13:36:35.511552,-15173.66,2.0,3.0,2017-10-18 00:00:00.000000,2,34.0,1032.0,2017-10-18 00:00:00.000000,-1.0,0,0,2019-01-07 18:41:20.000000
23754,9,2018-10-29 20:20:34.000000,2020-07-08 20:44:47.000000,29374.1,2019-02-13 19:44:34.418890,2020-07-09 13:50:05.808435,-10448.5,3.0,5.0,2018-10-29 00:00:00.000000,39,21.0,618.0,2019-02-05 00:00:00.000000,98.0,1,0,2018-11-05 12:10:23.000000
46545,9,2020-05-21 14:40:48.000000,2020-05-21 14:42:05.000000,0.5,2020-06-03 13:52:39.407938,2020-06-03 13:52:39.407938,-0.29,1.0,1.0,,88,,,,,1,0,2020-06-04 15:23:59.000000
12052,9,2017-05-15 13:06:44.000000,2019-08-12 20:16:46.000000,116126.2,2017-05-17 14:12:01.971342,2019-05-02 18:07:34.029783,-56334.11,5.0,172.0,2017-05-15 00:00:00.000000,370,27.0,819.0,2017-05-15 00:00:00.000000,-1.0,1,0,
30122,9,2019-06-05 21:12:28.000000,2019-06-05 21:12:28.000000,0.1,,,,,,,438,,,,,1,0,2019-06-05 21:13:01.000000
45586,45,2020-03-16 22:04:01.000000,2020-08-15 16:20:54.000000,195857.2,2020-06-03 18:18:08.045368,2020-08-03 13:31:52.630474,-35875.8,2.0,17.0,2020-03-20 00:00:00.000000,2,5.0,148.0,2020-04-30 00:00:00.000000,44.0,0,0,2020-03-20 13:51:08.000000
14738,9,2017-09-15 14:39:15.000000,2018-11-15 11:29:47.000000,505191.76,2017-10-27 17:25:50.745222,2018-11-21 15:33:41.754669,-168000.39,2.0,14.0,2017-09-15 00:00:00.000000,641,14.0,426.0,2017-09-16 00:00:00.000000,0.0,1,0,
22287,9,2018-10-02 17:13:14.000000,2020-08-15 13:39:10.000000,439847.12,2018-11-30 16:39:57.038419,2019-07-31 20:19:32.161193,-2637.8,1.0,2.0,2018-10-15 00:00:00.000000,2,22.0,670.0,2018-10-18 00:00:00.000000,15.0,0,0,2018-09-11 16:22:25.000000
14043,9,2017-08-12 15:41:03.000000,2018-07-11 00:10:06.000000,36578.9,,,,,,2017-08-12 00:00:00.000000,768,11.0,333.0,2017-08-14 00:00:00.000000,1.0,1,0,
45715,36,2020-03-16 22:05:00.000000,2020-08-15 14:11:10.000000,19841.08,2020-05-15 13:42:49.935868,2020-08-17 13:50:01.051922,-9366.69,2.0,20.0,2020-04-27 00:00:00.000000,2,4.0,110.0,2020-05-14 00:00:00.000000,58.0,0,0,2020-03-19 14:30:09.000000
40275,45,2019-11-08 15:40:04.000000,2020-07-21 18:28:11.000000,16494.61,2020-05-25 15:30:34.615459,2020-07-22 06:16:17.542607,-11502.42,3.0,5.0,2019-12-07 00:00:00.000000,26,8.0,227.0,2019-12-07 00:00:00.000000,28.0,0,0,2019-11-13 20:02:09.000000
21716,9,2018-08-08 19:18:21.000000,2020-08-13 15:41:30.000000,36467.78,,,,,,2018-08-08 00:00:00.000000,4,25.0,736.0,2018-08-08 00:00:00.000000,-1.0,0,0,2018-07-30 15:20:51.000000
49146,45,2020-07-09 18:14:30.000000,2020-08-03 21:02:24.000000,2982.6,,,,,,2020-07-15 00:00:00.000000,13,1.0,19.0,2020-07-15 00:00:00.000000,5.0,0,0,2020-07-16 02:28:53.000000
49804,36,2020-07-21 21:17:01.000000,2020-07-21 21:17:01.000000,0.6,,,,,,,26,,,,,0,0,
29032,45,2019-04-26 18:36:00.000000,2020-02-06 21:00:26.000000,7000.11,2019-05-23 19:18:29.274375,2019-05-23 19:19:13.759006,-1100.37,2.0,2.0,2019-05-18 00:00:00.000000,192,9.0,264.0,2019-05-18 00:00:00.000000,21.0,1,0,2019-05-03 20:19:07.000000
45810,6,2020-03-18 19:53:24.000000,2020-07-10 12:26:02.000000,118.2,,,,,,2020-07-08 00:00:00.000000,38,0.0,2.0,,,1,1,2020-03-31 18:51:38.000000
38452,45,2019-09-10 21:11:57.000000,2019-10-30 18:55:32.000000,920.01,,,,,,2019-10-30 00:00:00.000000,291,0.0,0.0,2019-10-30 00:00:00.000000,49.0,1,1,2019-09-20 21:10:22.000000
27378,45,2019-03-01 18:30:22.000000,2020-08-16 20:09:22.000000,192947.11,,,,,,2019-03-01 00:00:00.000000,0,18.0,534.0,2019-03-09 00:00:00.000000,7.0,0,0,2019-03-01 18:36:22.000000
31710,45,2017-10-16 15:02:36.000000,2020-08-12 20:48:23.000000,170819.18,2017-10-24 19:30:33.360099,2020-07-16 13:21:06.705288,-141525.27,18.0,58.0,2017-10-16 00:00:00.000000,4,34.0,1031.0,2017-10-16 00:00:00.000000,-1.0,0,0,2019-06-21 20:27:32.000000
38387,9,2019-10-02 19:56:00.000000,2019-10-02 19:56:00.000000,100.0,,,,,,2019-10-02 00:00:00.000000,319,0.0,0.0,,,1,1,2019-09-17 13:20:20.000000
31995,45,2019-07-08 15:13:54.000000,2020-08-04 15:28:54.000000,60938.19,2019-07-17 14:38:56.987706,2020-07-07 18:29:04.501159,-46294.56,2.0,23.0,2019-07-11 00:00:00.000000,13,13.0,390.0,2019-07-11 00:00:00.000000,2.0,0,0,2019-07-08 14:50:11.000000
41700,9,2019-12-19 20:46:03.000000,2020-08-15 20:00:34.000000,16931.01,2020-03-10 17:16:05.344432,2020-07-15 00:38:13.247664,-6775.53,1.0,7.0,2020-01-20 00:00:00.000000,1,7.0,208.0,2020-02-27 00:00:00.000000,69.0,0,0,2020-01-07 20:11:06.000000
21360,9,2018-06-29 23:42:28.000000,2019-11-14 15:42:40.000000,257322.26,2018-08-17 13:57:04.530363,2019-11-18 13:04:08.538218,-72983.06,5.0,44.0,2018-06-29 00:00:00.000000,277,17.0,503.0,2018-07-03 00:00:00.000000,3.0,1,0,2018-06-28 18:11:57.000000
46963,36,2020-06-05 14:59:31.000000,2020-08-15 14:57:54.000000,10659.25,2020-06-24 12:32:18.869315,2020-08-14 18:31:18.927284,-9530.86,4.0,18.0,2020-06-22 00:00:00.000000,2,2.0,54.0,2020-06-22 00:00:00.000000,16.0,0,0,2020-06-18 11:35:32.000000
43440,9,2020-02-12 20:15:49.000000,2020-08-15 14:13:48.000000,438203.34,2020-03-06 03:50:36.051830,2020-08-17 03:16:09.888927,-391056.35,1.0,26.0,2020-02-29 00:00:00.000000,2,6.0,168.0,2020-03-03 00:00:00.000000,19.0,0,0,2020-03-09 17:01:06.000000
43214,9,2020-01-31 14:15:11.000000,2020-01-31 14:15:11.000000,0.01,,,,,,,199,,,,,1,0,2020-02-13 18:01:07.000000
19740,45,2018-05-09 12:43:53.000000,2020-08-14 16:10:34.000000,1290543.17,2020-05-23 11:14:39.530976,2020-05-23 11:14:39.530976,-1219.0,1.0,1.0,2018-05-09 00:00:00.000000,3,28.0,828.0,2018-05-09 00:00:00.000000,-1.0,0,0,2018-05-11 18:17:25.000000
24022,45,2018-12-26 20:26:10.000000,2020-08-15 14:54:59.000000,165581.11,2019-05-14 16:56:33.265907,2020-08-14 19:53:12.229463,-50611.43,8.0,50.0,2018-12-26 00:00:00.000000,2,20.0,598.0,2018-12-26 00:00:00.000000,-1.0,0,0,2018-11-22 13:33:13.000000
47198,45,2020-06-10 15:56:13.000000,2020-07-24 16:21:34.000000,10020.2,,,,,,2020-06-15 00:00:00.000000,24,1.0,39.0,2020-06-15 00:00:00.000000,4.0,0,0,2020-06-18 11:37:06.000000
21720,45,2018-11-13 17:53:12.000000,2020-08-14 12:01:32.000000,126466.44,2019-07-31 19:59:28.849822,2020-08-10 12:27:46.267929,-9589.09,2.0,5.0,2018-11-13 00:00:00.000000,3,21.0,640.0,2018-11-22 00:00:00.000000,8.0,0,0,2018-11-13 13:54:15.000000
49349,8,2020-07-21 20:31:58.000000,2020-07-21 20:31:58.000000,0.6,,,,,,,26,,,,,0,0,
9849,9,2016-06-10 17:29:28.000000,2018-09-26 18:50:35.000000,1090680.96,2016-07-29 03:00:00.000000,2017-06-27 14:00:44.690094,-94082.77,2.0,110.0,2016-06-10 00:00:00.000000,690,28.0,838.0,2016-06-24 00:00:00.000000,13.0,1,0,
47364,25,2020-06-12 14:24:42.000000,2020-07-10 16:04:33.000000,110.6,,,,,,2020-07-08 00:00:00.000000,38,0.0,2.0,,,1,1,2020-06-19 10:50:27.000000
38776,8,2019-10-02 18:56:42.000000,2020-03-16 19:17:56.000000,132281.31,,,,,,2019-10-02 00:00:00.000000,153,6.0,166.0,2019-10-02 00:00:00.000000,-1.0,1,0,2019-10-03 14:20:28.000000
14302,9,2017-08-23 20:01:41.000000,2020-08-15 14:37:23.000000,144375.06,2017-12-26 11:23:33.137451,2020-08-07 10:15:13.349827,-32416.66,3.0,16.0,2017-08-23 00:00:00.000000,2,36.0,1088.0,2017-09-26 00:00:00.000000,33.0,0,0,
39029,9,2019-10-17 18:57:40.000000,2020-08-15 20:37:18.000000,131060.3,2019-10-29 17:14:25.553037,2020-08-11 00:28:32.978003,-65615.48,9.0,23.0,2019-10-17 00:00:00.000000,1,10.0,303.0,2019-10-19 00:00:00.000000,1.0,0,0,2019-10-10 19:20:27.000000
22885,9,2018-10-14 12:53:17.000000,2020-07-21 16:39:19.000000,55124.0,2018-11-05 12:32:05.504600,2020-07-28 19:51:48.665852,-53011.52,7.0,30.0,2018-10-14 00:00:00.000000,27,22.0,646.0,2018-10-18 00:00:00.000000,3.0,0,0,2018-09-24 17:40:14.000000
28101,9,2019-03-25 20:44:34.000000,2020-08-11 16:42:04.000000,1383364.49,2019-11-06 19:24:28.196435,2020-08-07 11:02:24.018648,-394681.23,4.0,208.0,2019-03-25 00:00:00.000000,6,17.0,505.0,2019-03-26 00:00:00.000000,0.0,0,0,2019-03-25 20:02:39.000000
13214,9,2017-07-07 19:59:56.000000,2020-08-07 14:42:32.000000,174217.96,2017-09-21 18:50:42.302020,2020-06-15 14:19:17.227260,-19658.89,2.0,23.0,2017-07-17 00:00:00.000000,10,37.0,1117.0,2017-07-24 00:00:00.000000,16.0,0,0,
14719,9,2017-09-15 19:06:45.000000,2018-04-18 12:32:07.000000,67231.99,2017-09-26 13:03:08.723923,2018-03-19 17:59:59.893572,-22734.28,3.0,14.0,2017-09-15 00:00:00.000000,852,7.0,215.0,2017-09-15 00:00:00.000000,-1.0,1,0,
46314,9,2020-05-19 19:21:36.000000,2020-08-15 17:03:24.000000,40944.25,2020-07-03 06:16:25.191423,2020-08-06 19:27:25.567566,-13158.01,1.0,2.0,2020-06-10 00:00:00.000000,1,2.0,66.0,2020-06-12 00:00:00.000000,23.0,0,0,2020-06-09 20:24:07.000000
48620,36,2020-07-08 19:28:57.000000,2020-07-22 13:07:30.000000,6.6,,,,,,,26,,,,,0,0,2020-07-22 12:43:26.000000
41327,45,2019-12-03 20:57:44.000000,2019-12-17 17:28:36.000000,0.11,,,,,,,243,,,,,1,0,2019-12-17 17:40:06.000000
51136,25,2020-08-14 20:58:58.000000,2020-08-14 20:58:58.000000,0.6,,,,,,,2,,,,,0,0,
6219,6,2016-01-08 13:25:05.000000,2016-09-23 03:09:12.000000,94403.13,,,,,,2016-01-31 00:00:00.000000,1424,8.0,236.0,2016-07-14 00:00:00.000000,187.0,1,0,
22252,45,2018-10-04 19:56:53.000000,2020-05-15 13:13:30.000000,531893.0,2018-10-11 02:28:59.864500,2020-04-23 11:28:24.076820,-413201.6012,13.0,101.0,2018-10-04 00:00:00.000000,94,20.0,589.0,2018-10-04 00:00:00.000000,-1.0,1,0,2018-10-04 20:34:20.000000
17867,9,2018-03-02 14:00:40.000000,2019-04-15 11:48:08.000000,20398.1,,,,,,2018-04-25 00:00:00.000000,490,12.0,355.0,2018-04-25 00:00:00.000000,53.0,1,0,
37011,9,2019-07-31 16:35:08.000000,2020-02-21 19:00:11.000000,261043.6,2019-09-14 12:54:48.394260,2019-11-23 12:55:07.819993,-14552.04,3.0,5.0,2019-07-31 00:00:00.000000,177,7.0,205.0,2019-07-31 00:00:00.000000,-1.0,1,0,2019-07-30 19:30:13.000000
21006,9,2018-06-21 15:29:50.000000,2020-08-15 15:12:43.000000,97051.44,,,,,,2018-06-22 00:00:00.000000,2,26.0,785.0,2018-07-10 00:00:00.000000,18.0,0,0,2018-06-21 20:38:49.000000
11798,45,2017-05-04 20:39:29.000000,2019-01-07 16:27:52.000000,1600980.63,,,,,,2017-05-04 00:00:00.000000,588,20.0,613.0,2017-05-04 00:00:00.000000,-1.0,1,0,
28304,9,2019-07-04 16:57:38.000000,2020-07-30 23:40:20.000000,157901.96,2020-06-17 20:30:57.077149,2020-06-17 20:38:47.451110,-6666.44,1.0,2.0,2019-07-04 00:00:00.000000,17,13.0,392.0,2019-07-06 00:00:00.000000,1.0,0,0,2019-06-19 20:25:00.000000
22205,45,2018-10-04 14:25:32.000000,2020-05-19 12:51:13.000000,249557.1,2019-02-06 13:39:13.300763,2019-11-11 12:26:03.009440,-3840.74,1.0,3.0,2018-11-13 00:00:00.000000,90,18.0,553.0,2018-11-13 00:00:00.000000,39.0,1,0,2018-10-04 14:27:35.000000
41901,9,2020-01-09 21:25:49.000000,2020-06-30 19:05:24.000000,64986.31,2020-02-07 20:46:42.952331,2020-07-10 17:41:10.499528,-16489.5,2.0,14.0,2020-01-17 00:00:00.000000,47,6.0,165.0,2020-01-27 00:00:00.000000,17.0,1,0,2020-01-14 17:31:05.000000
30814,45,2019-06-05 15:21:18.000000,2020-04-24 18:16:35.000000,36451.11,2019-07-03 15:05:20.306787,2020-08-03 21:15:13.907064,-11738.41,6.0,26.0,2019-06-14 00:00:00.000000,114,10.0,315.0,2019-06-14 00:00:00.000000,8.0,1,0,2019-06-10 15:19:54.000000
44462,25,2020-02-20 20:31:41.000000,2020-08-05 19:00:48.000000,9234.91,2020-04-02 12:46:45.838392,2020-04-02 12:46:45.838392,-5140.38,1.0,1.0,2020-02-28 00:00:00.000000,11,5.0,159.0,2020-03-06 00:00:00.000000,14.0,0,0,2020-03-09 12:40:31.000000
48284,36,2020-06-26 15:16:10.000000,2020-07-20 14:17:28.000000,895.6,2020-07-28 18:40:55.024015,2020-08-05 17:27:56.742436,-326.9,1.0,2.0,2020-07-20 00:00:00.000000,28,0.0,0.0,2020-07-20 00:00:00.000000,23.0,0,0,2020-07-14 11:24:55.000000
20314,9,2018-05-18 20:36:10.000000,2019-01-10 15:11:12.000000,13495.1,2018-06-13 18:32:44.327971,2018-11-29 19:07:15.885407,-8105.16,3.0,6.0,2018-05-22 00:00:00.000000,585,8.0,233.0,2018-05-22 00:00:00.000000,3.0,1,0,2018-05-14 17:48:15.000000
41339,45,2019-12-03 20:43:13.000000,2020-08-15 14:48:02.000000,56722.47,2020-06-25 18:33:41.814735,2020-08-06 14:57:24.682242,-8859.83,4.0,6.0,2019-12-10 00:00:00.000000,2,8.0,249.0,2019-12-11 00:00:00.000000,7.0,0,0,2019-12-11 13:01:06.000000
51107,9,2020-08-10 15:05:51.000000,2020-08-10 15:05:51.000000,0.6,,,,,,,7,,,,,0,0,
14427,9,2017-10-11 13:19:41.000000,2018-04-10 16:14:40.000000,18917.0,,,,,,2017-10-11 00:00:00.000000,860,6.0,181.0,2017-10-21 00:00:00.000000,9.0,1,0,
50117,9,2020-07-24 19:27:58.000000,2020-08-06 17:33:23.000000,81.2,,,,,,2020-08-06 00:00:00.000000,10,0.0,0.0,,,0,0,
11397,9,2017-04-15 13:12:10.000000,2020-08-15 19:32:36.000000,1063171.9,2017-06-01 21:40:26.037885,2020-08-14 15:30:29.309724,-301411.05,12.0,100.0,2017-04-22 00:00:00.000000,1,40.0,1211.0,2017-04-28 00:00:00.000000,12.0,0,0,
51098,45,2020-08-07 21:07:53.000000,2020-08-07 21:07:53.000000,0.6,,,,,,,9,,,,,0,0,
48614,45,2020-07-03 13:48:40.000000,2020-07-22 17:56:12.000000,2100.7,,,,,,2020-07-22 00:00:00.000000,25,0.0,0.0,2020-07-22 00:00:00.000000,18.0,0,0,2020-07-09 11:05:16.000000
10842,9,2017-01-06 21:29:18.000000,2019-02-09 12:27:54.000000,288265.16,2018-04-06 14:20:07.907263,2018-04-06 14:40:22.911103,-7034.97,1.0,2.0,2017-01-06 00:00:00.000000,555,25.0,764.0,2017-01-06 00:00:00.000000,-1.0,1,0,
28678,45,2019-04-09 16:06:54.000000,2019-04-11 23:55:24.000000,0.51,,,,,,,493,,,,,1,0,
14626,9,2017-08-30 18:06:28.000000,2020-08-15 14:14:37.000000,293720.12,2017-09-22 12:43:12.334727,2020-08-12 15:36:36.690246,-205228.48494,9.0,147.0,2017-09-02 00:00:00.000000,2,36.0,1078.0,2017-09-02 00:00:00.000000,2.0,0,0,2018-09-24 11:40:40.000000
21446,9,2018-07-05 12:10:00.000000,2019-08-08 18:55:19.000000,24888.11,,,,,,2018-07-05 00:00:00.000000,374,13.0,399.0,2018-07-09 00:00:00.000000,3.0,1,0,2018-06-29 12:56:26.000000
48811,36,2020-07-16 17:59:04.000000,2020-08-10 21:23:01.000000,7698.3,2020-07-28 13:27:34.330546,2020-08-14 17:08:19.521733,-3526.3,2.0,4.0,2020-07-27 00:00:00.000000,6,0.0,14.0,2020-07-27 00:00:00.000000,10.0,0,0,2020-07-24 02:58:00.000000
43787,9,2020-02-13 16:02:03.000000,2020-04-04 14:53:06.000000,11438.01,2020-07-18 14:57:50.365255,2020-07-18 14:57:50.365255,-202.43,1.0,1.0,2020-02-28 00:00:00.000000,135,1.0,36.0,2020-02-28 00:00:00.000000,14.0,1,0,2020-03-06 17:19:51.000000
49689,36,2020-07-27 15:24:03.000000,2020-08-14 13:36:00.000000,7955.6,,,,,,2020-08-07 00:00:00.000000,3,0.0,7.0,2020-08-08 00:00:00.000000,11.0,0,0,
48921,45,2020-07-02 16:18:52.000000,2020-08-14 19:39:40.000000,12221.99,2020-07-08 12:59:55.560434,2020-08-15 13:40:51.246162,-11764.83,4.0,24.0,2020-07-04 00:00:00.000000,2,1.0,41.0,2020-07-07 00:00:00.000000,4.0,0,0,2020-07-05 00:59:46.000000
21186,9,2018-06-19 20:59:16.000000,2020-08-15 19:57:56.000000,992895.26,,,,,,2018-06-23 00:00:00.000000,1,26.0,784.0,2018-06-23 00:00:00.000000,3.0,0,0,2018-07-03 20:17:38.000000
48523,9,2020-06-26 19:28:56.000000,2020-08-15 17:24:36.000000,21819.3,,,,,,2020-07-04 00:00:00.000000,1,1.0,42.0,2020-07-04 00:00:00.000000,7.0,0,0,2020-07-03 11:20:53.000000
48498,45,2020-06-24 15:45:32.000000,2020-08-06 12:49:24.000000,5038.94,,,,,,2020-07-03 00:00:00.000000,11,1.0,34.0,2020-07-08 00:00:00.000000,13.0,0,0,2020-07-05 00:58:57.000000
20140,45,2020-01-24 23:40:28.000000,2020-01-24 23:40:28.000000,0.01,,,,,,,205,,,,,1,0,2018-04-26 20:19:54.000000
41814,9,2020-01-09 21:10:56.000000,2020-06-15 17:47:03.000000,23200.1,,,,,,2020-01-17 00:00:00.000000,62,5.0,150.0,2020-01-21 00:00:00.000000,11.0,1,0,2020-01-17 13:20:06.000000
46486,45,2020-05-07 14:03:39.000000,2020-08-15 14:27:55.000000,49745.69,2020-06-18 19:42:14.885902,2020-08-04 17:05:06.684569,-30791.49,3.0,9.0,2020-06-02 00:00:00.000000,2,2.0,74.0,2020-06-02 00:00:00.000000,25.0,0,0,2020-05-13 19:11:05.000000
47028,36,2020-06-05 14:58:42.000000,2020-08-11 15:24:29.000000,15450.25,2020-06-29 17:15:43.617319,2020-07-10 13:02:53.010298,-7064.59383,2.0,2.0,2020-06-18 00:00:00.000000,6,2.0,54.0,2020-06-20 00:00:00.000000,14.0,0,0,2020-06-26 02:31:59.000000
45654,9,2020-03-16 20:00:02.000000,2020-08-14 19:36:13.000000,79714.3,2020-04-30 12:30:10.650906,2020-08-17 13:55:44.392871,-72540.0,5.0,26.0,2020-04-09 00:00:00.000000,2,4.0,127.0,2020-04-09 00:00:00.000000,23.0,0,0,2020-03-20 15:40:19.000000
27968,9,2019-04-15 19:09:14.000000,2020-08-11 15:13:16.000000,54742.0,2019-07-04 13:47:17.189433,2020-08-12 20:31:01.386138,-44972.52611,4.0,13.0,2019-05-29 00:00:00.000000,6,15.0,440.0,2019-06-04 00:00:00.000000,49.0,0,0,2019-04-15 19:44:05.000000
13855,9,2017-08-04 14:08:13.000000,2020-08-10 19:28:48.000000,43255.23,,,,,,2017-08-10 00:00:00.000000,6,37.0,1096.0,2017-08-14 00:00:00.000000,9.0,0,0,2020-03-12 19:20:08.000000
48653,36,2020-06-29 12:34:59.000000,2020-08-14 15:21:05.000000,14246.15,,,,,,2020-07-22 00:00:00.000000,3,1.0,23.0,2020-07-23 00:00:00.000000,23.0,0,0,2020-07-22 12:43:26.000000
50612,36,2020-08-11 15:49:13.000000,2020-08-11 15:49:13.000000,0.6,,,,,,,6,,,,,0,0,
17547,9,2018-03-19 13:00:51.000000,2018-10-11 14:05:28.000000,71798.2,2018-07-11 19:12:40.377624,2018-07-11 19:12:40.377624,-1100.0,1.0,1.0,2018-03-19 00:00:00.000000,676,7.0,206.0,2018-03-19 00:00:00.000000,-1.0,1,0,
43598,9,2020-02-07 20:37:07.000000,2020-02-07 20:37:07.000000,0.01,,,,,,,191,,,,,1,0,2020-03-03 13:10:07.000000
13087,9,2017-07-05 13:04:52.000000,2020-08-13 19:54:45.000000,360272.44,,,,,,2017-07-05 00:00:00.000000,3,38.0,1135.0,2017-07-14 00:00:00.000000,8.0,0,0,
49920,8,2020-08-10 18:00:53.000000,2020-08-10 18:00:53.000000,0.6,,,,,,,6,,,,,0,0,
15236,45,2017-11-21 00:01:30.000000,2020-06-09 14:46:12.000000,198242.2,2017-12-14 15:22:38.965439,2020-06-10 10:17:17.642793,-189643.90189,4.0,32.0,2017-11-21 00:00:00.000000,69,31.0,931.0,2017-11-21 00:00:00.000000,-1.0,1,0,
27476,45,2019-04-24 14:14:17.000000,2019-04-26 20:18:51.000000,2749.0,,,,,,2019-04-24 00:00:00.000000,478,0.0,2.0,2019-04-24 00:00:00.000000,-1.0,1,0,2019-04-23 19:32:18.000000
44621,9,2020-05-21 17:56:56.000000,2020-08-15 13:20:04.000000,47662.31,2020-07-08 13:02:18.632006,2020-07-08 13:02:18.632006,-11268.49,1.0,1.0,2020-05-29 00:00:00.000000,2,3.0,78.0,2020-05-29 00:00:00.000000,7.0,0,0,2020-05-29 11:23:38.000000
28201,45,2019-04-10 14:03:58.000000,2020-08-15 16:17:15.000000,921773.75,2019-06-24 11:08:10.992304,2020-08-17 09:10:46.343141,-241478.35,12.0,90.0,2019-04-10 00:00:00.000000,2,16.0,493.0,2019-04-20 00:00:00.000000,9.0,0,0,2019-04-05 20:53:01.000000
12926,9,2020-01-27 20:47:04.000000,2020-08-15 18:22:45.000000,79916.01,2020-05-13 18:26:17.081495,2020-08-12 18:38:25.381993,-72631.96,4.0,15.0,2020-02-08 00:00:00.000000,1,6.0,189.0,2020-02-08 00:00:00.000000,11.0,0,0,2020-02-13 22:11:06.000000
48437,45,2020-06-24 16:31:47.000000,2020-08-12 14:34:26.000000,50425.5,,,,,,2020-06-27 00:00:00.000000,5,2.0,46.0,2020-06-27 00:00:00.000000,2.0,0,0,2020-06-28 20:43:03.000000
47472,9,2020-06-10 15:32:33.000000,2020-08-15 13:01:15.000000,122114.31,,,,,,2020-06-22 00:00:00.000000,2,2.0,54.0,2020-06-23 00:00:00.000000,12.0,0,0,2020-06-23 11:06:44.000000
42685,45,2020-01-24 22:19:54.000000,2020-08-06 23:51:47.000000,16320.51,2020-05-22 14:17:09.000795,2020-08-09 17:31:38.596648,-13144.15,2.0,23.0,2020-03-21 00:00:00.000000,10,5.0,138.0,2020-04-27 00:00:00.000000,93.0,0,0,2020-02-14 18:02:06.000000
22749,45,2018-09-22 13:47:03.000000,2019-02-28 19:58:42.000000,10741.9,,,,,,2018-09-22 00:00:00.000000,535,5.0,159.0,2018-10-05 00:00:00.000000,12.0,1,0,2018-09-04 18:28:03.000000
44810,25,2020-03-04 19:02:15.000000,2020-08-15 13:34:54.000000,565311.93,2020-04-02 12:17:42.653675,2020-08-12 22:45:07.043124,-416333.85,2.0,16.0,2020-03-11 00:00:00.000000,2,5.0,157.0,2020-03-11 00:00:00.000000,6.0,0,0,2020-03-11 18:31:06.000000
