"id_origem","client_id","client_id_dest","primeira_compra_boleto","ultima_compra_boleto","tot_compra_boleto","n_compra_boleto","boleto_from0to30","boleto_from30to60","boleto_from60to90","boleto_from90to120","boleto_from120to150","boleto_from150to180","boleto_from180mais","boleto_n_from0to30","boleto_n_from30to60","boleto_n_from60to90","boleto_n_from90to120","boleto_n_from120to150","boleto_n_from150to180","boleto_n_from180mais","primeira_compra_ted","ultima_compra_ted","tot_compra_ted","n_compra_ted","ted_from0to30","ted_from30to60","ted_from60to90","ted_from90to120","ted_from120to150","ted_from150to180","ted_from180mais","ted_n_from0to30","ted_n_from30to60","ted_n_from60to90","ted_n_from90to120","ted_n_from120to150","ted_n_from150to180","ted_n_from180mais","primeira_compra","ultima_compra","tot_compra","n_compra","blu_from0to30","blu_from30to60","blu_from60to90","blu_from90to120","blu_from120to150","blu_from150to180","blu_from180mais","blu_n_from0to30","blu_n_from30to60","blu_n_from60to90","blu_n_from90to120","blu_n_from120to150","blu_n_from150to180","blu_n_from180mais","total_balance","total_balance_rede","future_balance","future_balance_rede","current_balance","current_balance_rede","vendas_from0to30","vendas_from30to60","vendas_from60to90","vendas_from90to120","vendas_from120to150","vendas_from150to180","vendas_from180mais","vendas_n_from0to30","vendas_n_from30to60","vendas_n_from60to90","vendas_n_from90to120","vendas_n_from120to150","vendas_n_from150to180","vendas_n_from180mais","cpf_cnpj_loja","data_ganho"
28597,28597,18588,2020-03-01 13:05:53,2020-07-14 12:34:00,3650.24,4,1892.57,0,540.82,540.82,0,676.03,0,1892.57,0,540.82,540.82,0,676.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16295.09,16295.09,12534.15,12534.15,3760.94045,3760.94045,71900,46821.81,54919.94,29477.95,18007.99,14655.01,59325.2,294,258,330,144,128,96,358,"33156326000161",2019-08-20
47901,47901,43471,2020-07-14 15:03:41,2020-07-14 15:03:41,417.08,1,417.08,0,0,0,0,0,0,417.08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14724.64,14724.64,12642.67,12642.67,2081.97016,2081.97016,14481.5,5370.6,0,0,0,0,0,110,54,0,0,0,0,0,"04731906000137",2020-06-20
21246,21246,24272,2018-11-21 17:10:04,2020-07-14 12:20:56,318.92,2,158.24,0,0,0,0,0,160.68,158.24,0,0,0,0,0,160.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1907.9,1907.9,836.54,836.54,1071.3682,1071.3682,754,438,2305.7,200,284.9,2450.65,14005.13,9,5,12,1,10,17,87,"30661611000141",2018-07-16
26011,26011,15712,2020-01-16 16:46:56,2020-07-14 11:34:00,3586.09,6,1459.75,0,500.41,545.8,545.8,0,534.33,1459.75,0,500.41,545.8,545.8,0,534.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755.94,2755.94,505.8,505.8,2250.1471,2250.1471,3386.53,3960.1,1173.01,1764.25,1859,718,19783.26,10,24,16,11,8,4,147,"28771937000180",2019-03-23
20711,20711,14925,2020-06-15 17:23:21,2020-07-14 13:35:25,2602.21,2,1391.88,1210.33,0,0,0,0,0,1391.88,1210.33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41929.49,203504.95,41929.49,205683.1273,0,-2178.16917,89973,34260,9600,0,26510,52765.55,755138.13,519,175,44,0,158,250,4361,"24349734000149",2018-05-30
39992,39992,13933,2020-07-13 18:06:27,2020-07-13 18:10:58,2295.1,3,2295.1,0,0,0,0,0,0,2295.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5051.29,5051.29,1170.91,1170.91,3880.38988,3880.38988,8292,12502.55,13365.23,12172,8021,11756,11661.22,44,54,49,59,33,51,56,"09687736000154",2019-11-29
22000,22000,17630,2020-07-13 17:51:30,2020-07-13 17:53:17,4272.29,4,4272.29,0,0,0,0,0,0,4272.29,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4426.91,27120.51,2913.62404,21227.67538,1513.29502,5892.84541,0,14827,16524,129,9932.9,22271,233242.61,0,33,39,1,17,21,287,"18321274000148",2018-12-22
46991,46991,50459,2020-07-08 13:53:09,2020-07-13 17:50:19,3261.37,5,3261.37,0,0,0,0,0,0,3261.37,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7125.52,7125.52,1089.87,1089.87,6035.65063,6035.65063,57681.88,42329.88,0,0,0,0,0,112,65,0,0,0,0,0,"32525328000118",2020-06-19
38341,38341,21584,2019-11-05 12:42:29,2020-07-13 18:56:17,1797,2,1150,0,0,0,0,0,647,1150,0,0,0,0,0,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15561.32,15561.32,13293.0188,13293.0188,2268.31432,2268.31432,25595,19687.5,18601,17120.85,8041,5794,43816.4,224,241,241,136,87,99,511,"18989204000162",2019-09-16
13483,13483,11941,2019-08-02 17:54:20,2020-07-14 01:32:50,1206.22,2,721.37,0,0,0,0,0,484.85,721.37,0,0,0,0,0,484.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7590.06,7590.06,6484.59,6484.59,1105.47966,1105.47966,8020,11420,11250,2615,5230.3,7320,41173,56,74,90,20,44,69,289,"03127498000146",2019-07-16
28175,28175,9973,2019-06-21 16:17:35,2020-07-13 15:18:27,22202.64,8,1444.65,0,0,0,0,0,20757.99,1444.65,0,0,0,0,0,20757.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85154.13,85154.13,42467.00201,42467.00201,42687.13423,42687.13423,28126.37,29293.98,19726.27,16935.81,8810.44,12034.63,162481.45,442,468,301,228,152,241,2793,"25266165000130",2019-04-02
38737,11896,11626,2020-06-08 15:53:16,2020-07-13 14:10:53,9815.84,10,3764.76,6051.08,0,0,0,0,0,3764.76,6051.08,0,0,0,0,0,2020-06-18 12:44:58,2020-06-18 12:44:58,7485.47,1,0,7485.47,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139332.64,194616.81,122868.95275,163181.54205,16463.694,31435.30105,103245.3,99777.79,86699.4,25627.7,37821.7,51755.4,234869.21,360,313,294,83,192,214,999,"34388174000195",2019-10-02
38737,11896,11422,2020-07-13 14:05:31,2020-07-13 14:05:31,481.78,1,481.78,0,0,0,0,0,0,481.78,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139332.64,194616.81,122868.95275,163181.54205,16463.694,31435.30105,103245.3,99777.79,86699.4,25627.7,37821.7,51755.4,234869.21,360,313,294,83,192,214,999,"34388174000195",2019-10-02
44788,25001,13307,2020-05-27 17:05:29,2020-07-13 17:16:33,8327.1,3,5065.11,2134.53,1127.46,0,0,0,0,5065.11,2134.53,1127.46,0,0,0,0,2020-07-21 16:16:03,2020-07-21 16:16:03,3865.57,1,3865.57,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27422.99,27027.99,23481.19,23481.19,3941.80483,3546.79875,35816.77,38157.6,27223,3205,12691.55,0,0,105,88,72,6,56,0,0,"00730377000104",2020-03-09
16046,16042,17335,2020-07-13 16:40:34,2020-07-13 16:40:34,12646.04,1,12646.04,0,0,0,0,0,0,12646.04,0,0,0,0,0,0,2018-10-08 16:44:30,2018-10-08 16:44:30,15000,1,0,0,0,0,0,0,15000,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723798.74,11761310.85,701630.54803,11038042.15561,22168.205,723268.79959,292788.9,332298,212069.7,108010.7,34522.2,50325.7,1922830.33,2074,2533,1793,734,330,532,16679,"27180484000154",2017-10-31
14677,14677,17508,2020-07-10 17:29:41,2020-07-13 13:54:02,2647.33,2,2647.33,0,0,0,0,0,0,2647.33,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39173.43,357576.94,28116.25,304696.20536,11057.18073,52880.76276,70523.8,62447.9,12618,16991.87,32821.55,31559.9,589217.53,191,95,45,34,41,62,935,"11933100000197",2017-08-29
13822,12485,12020,2019-10-29 14:58:55,2020-07-13 15:41:46,3742.6,4,1546.6,0,0,0,0,0,2196,1546.6,0,0,0,0,0,2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6956.31,40099.89,6956.3144,40099.89092,0.00305,0.01332,32819.83,36724.2,23717.7,13615.2,12907.9,20827.9,346936.17,174,110,142,93,61,157,1961,"07359404000115",2017-08-25
23528,23527,17864,2020-07-13 14:00:00,2020-07-13 14:00:00,1222,1,1222,0,0,0,0,0,0,1222,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71173.3,134799.27,68833,127966.6,2340.30899,6832.68076,88311,62670,46823,20813,35570,39039,522982.87,104,61,39,35,79,81,842,"22864059000160",2018-11-08
43250,18850,16063,2020-04-13 17:19:08,2020-07-13 13:51:10,2287.83,3,1161.77,563.04,0,563.02,0,0,0,1161.77,563.04,0,563.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9092.73,130274.43,7948.75,113183.83508,1143.98046,17090.65051,14618.91,11765.52,13976.87,8012.24,6064.68,5326.76,0,96,120,94,68,50,28,0,"12245220000245",2020-02-21
23527,23527,17864,2020-07-13 13:50:30,2020-07-13 13:50:30,1222,1,1222,0,0,0,0,0,0,1222,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63625.97,134799.27,59133.6,127966.6,4492.37177,6832.68076,38762.98,60328.41,33954,29128.5,18933.67,61628.8,520847.21,69,74,39,36,16,83,677,"18253386000109",2018-11-05
43252,18850,19130,2020-07-13 13:46:47,2020-07-13 13:46:47,2486.88,1,2486.88,0,0,0,0,0,0,2486.88,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27548.71,130274.43,25706.388,113183.83508,1842.33077,17090.65051,34789.9,21665.7,16089.16,35559.7,7323.65,3227.11,0,263,207,115,191,93,31,0,"12245220000679",2020-02-13
43249,18850,22203,2020-07-13 13:39:00,2020-07-13 13:39:00,547.82,1,547.82,0,0,0,0,0,0,547.82,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12529.06,130274.43,11160.29064,113183.83508,1368.77698,17090.65051,12674.5,11648,16229.5,12495.5,3175,1156.01,0,44,64,103,80,36,11,0,"12245220000326",2020-02-22
12038,12038,19670,2018-11-26 14:19:33,2020-07-13 13:00:14,3011.24,3,1701.65,0,0,0,0,0,1309.59,1701.65,0,0,0,0,0,1309.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9548.79,25905.6,9364.59195,25683.95195,184.20679,221.67273,224635,164177.01,102599,66217.01,78284,95922,3900243.96,1182,719,674,559,507,581,24875,"14694926000139",2017-06-02
43380,43380,16063,2020-07-13 14:17:09,2020-07-13 14:17:09,1396.11,1,1396.11,0,0,0,0,0,0,1396.11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16479.17,16479.17,14114.14469,14114.14469,2365.03447,2365.03447,27563,14397,10094,3697,0.2,0,0,75,58,38,20,1,0,0,"19430594000107",2020-04-17
40723,40723,16973,2020-07-13 13:16:28,2020-07-13 13:16:28,515,1,515,0,0,0,0,0,0,515,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5498.49,5498.49,5325.916,5325.916,172.58473,172.58473,15955,10461,9377,5388,5773,5136,0.02,78,55,54,37,23,24,2,"07609406000115",2020-02-06
41809,41807,29996,2020-06-19 12:00:29,2020-07-13 12:13:46,769.04,2,382.16,386.88,0,0,0,0,0,382.16,386.88,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16760.68,41054.03,7079.095,16222.92,9681.59902,24831.13743,16375.85,14494.3,14499.43,14597.62,5266.95,2379.16,4876.81,85,88,94,84,34,24,39,"01029647000109",2020-01-21
30022,20545,21584,2020-07-12 21:54:08,2020-07-12 21:54:08,91.43,1,91.43,0,0,0,0,0,0,91.43,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.16,-3673.53,279.16,5824.6482,0,-9498.17508,3847.62,4450.5,3845.92,3205.8,2261,5039.9,53084.03,53,39,41,30,22,59,644,"00156775000150",2019-05-18
45562,45562,18540,2020-07-10 17:40:02,2020-07-10 17:40:02,1510.9,1,1510.9,0,0,0,0,0,0,1510.9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15185.28,30803.48,14151.84,29024.23,1033.4487,1779.27431,2692.1,1000,26940.6,3139.6,0.2,0,0,6,2,69,13,1,0,0,"11790344000168",2020-04-14
45570,45562,19333,2020-07-10 18:26:59,2020-07-10 18:26:59,793.8,1,793.8,0,0,0,0,0,0,793.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10712.43,30803.48,10634.52,29024.23,77.91959,1779.27431,2120.4,28542.05,17149.8,0,0.4,0,0,7,90,32,0,2,0,0,"34452132000176",2020-05-05
45570,45562,17508,2020-07-10 18:18:35,2020-07-10 18:18:35,453.43,1,453.43,0,0,0,0,0,0,453.43,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10712.43,30803.48,10634.52,29024.23,77.91959,1779.27431,2120.4,28542.05,17149.8,0,0.4,0,0,7,90,32,0,2,0,0,"34452132000176",2020-05-05
45570,45562,18540,2020-07-10 18:10:47,2020-07-10 18:16:52,2635.63,2,2635.63,0,0,0,0,0,0,2635.63,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10712.43,30803.48,10634.52,29024.23,77.91959,1779.27431,2120.4,28542.05,17149.8,0,0.4,0,0,7,90,32,0,2,0,0,"34452132000176",2020-05-05
45570,45562,30020,2020-07-10 17:54:00,2020-07-10 17:54:00,918.18,1,918.18,0,0,0,0,0,0,918.18,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10712.43,30803.48,10634.52,29024.23,77.91959,1779.27431,2120.4,28542.05,17149.8,0,0.4,0,0,7,90,32,0,2,0,0,"34452132000176",2020-05-05
22255,22000,18374,2019-01-28 15:11:33,2020-07-10 17:43:27,26431.55,25,616.28,3056.09,0,0,595.86,0,22163.32,616.28,3056.09,0,0,595.86,0,22163.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22693.6,27120.51,18314.05134,21227.67538,4379.55039,5892.84541,15918.3,15290.2,2699,0,5909,7881,207525.21,116,168,10,0,34,60,1518,"07373627000137",2018-12-29
22255,22000,17841,2019-02-25 13:27:49,2020-07-10 17:42:53,8996.54,15,993.76,0,0,0,0,1021.65,6981.13,993.76,0,0,0,0,1021.65,6981.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22693.6,27120.51,18314.05134,21227.67538,4379.55039,5892.84541,15918.3,15290.2,2699,0,5909,7881,207525.21,116,168,10,0,34,60,1518,"07373627000137",2018-12-29
23335,23335,11941,2020-06-09 12:33:08,2020-07-10 12:39:20,1500.86,2,822.09,678.77,0,0,0,0,0,822.09,678.77,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.59,975.92,141.5927,141.5927,0,834.3316,12905,8152,12835,5488,8409,10534,162844.41,108,97,94,39,80,81,835,"05091788000102",2018-10-25
43898,43898,23626,2020-07-09 15:56:55,2020-07-09 15:56:55,84.82,1,84.82,0,0,0,0,0,0,84.82,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2377.41,2377.41,2153.06,2153.06,224.35285,224.35285,10713,0,0,789,3128.5,53.01,0,37,0,0,16,27,2,0,"27987145000184",2020-03-04
40042,40042,19240,2020-07-09 20:37:38,2020-07-09 20:41:01,1225.73,2,1225.73,0,0,0,0,0,0,1225.73,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.53,652.53,630.98,630.98,21.55196,21.55196,8294,21396.85,17807.6,12120.7,7327.8,5519.9,5196.41,39,118,103,68,38,32,38,"35282496000118",2019-10-30
18170,18170,17508,2018-10-29 16:29:02,2020-07-09 15:20:51,11331.73,11,1260.76,0,0,1216.31,1216.31,1216.31,6422.04,1260.76,0,0,1216.31,1216.31,1216.31,6422.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112095.08,112095.08,70323.17,70323.17,41771.91952,41771.91952,53176.9,36235.3,14094.6,13810.7,9689.9,20564.41,199795.7,144,152,102,51,46,85,811,"05663263000102",2018-06-11
37014,37014,46016,2020-06-10 12:08:44,2020-07-09 17:12:53,2000,2,1000,1000,0,0,0,0,0,1000,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61045.57,61045.57,17133.99,17133.99,43911.58589,43911.59263,8045,12890,18185.97,4800,10339.94,19207.03,115700.09,39,77,125,37,76,151,740,"33509657000138",2019-08-01
22768,16699,13081,2020-06-17 15:39:56,2020-07-09 15:34:12,8979.6,3,5036.5,3943.1,0,0,0,0,0,5036.5,3943.1,0,0,0,0,0,2020-06-09 16:23:28,2020-07-15 13:48:38,16105.2,3,7886.2,8219,0,0,0,0,0,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25265.55,23472.15,17407.22,17407.22,7858.33653,6064.92863,213943,200248.39,164422.3,81202.6,34952.16,47397.59,1040246.48,1317,1429,1323,690,258,526,9345,"30924242000132",2018-09-11
22768,16699,18055,2020-07-09 15:31:33,2020-07-09 15:31:33,1204,1,1204,0,0,0,0,0,0,1204,0,0,0,0,0,0,2020-06-09 18:11:20,2020-06-09 18:11:20,3655,1,0,3655,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25265.55,23472.15,17407.22,17407.22,7858.33653,6064.92863,213943,200248.39,164422.3,81202.6,34952.16,47397.59,1040246.48,1317,1429,1323,690,258,526,9345,"30924242000132",2018-09-11
47810,47810,29235,2020-07-09 13:02:32,2020-07-09 13:02:32,788,1,788,0,0,0,0,0,0,788,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.88,83.88,0,0,83.88216,83.88216,5333,589.6,0,0,0,0,0,32,7,0,0,0,0,0,"11596295000127",2020-06-27
47810,47810,15459,2020-07-09 13:02:32,2020-07-09 13:02:32,788,1,788,0,0,0,0,0,0,788,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.88,83.88,0,0,83.88216,83.88216,5333,589.6,0,0,0,0,0,32,7,0,0,0,0,0,"11596295000127",2020-06-27
18850,18850,14381,2020-07-08 16:41:21,2020-07-08 16:42:31,1240,2,1240,0,0,0,0,0,0,1240,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20139.54,130274.43,14174.19,113183.83508,5965.35861,17090.65051,50065.94,51147.98,28758.11,26013.27,24348.32,2517.01,0,229,268,206,107,163,23,0,"12245220000164",2020-03-03
18850,18850,19488,2020-03-12 17:23:34,2020-07-08 16:39:59,708.17,2,27.09,0,0,0,681.08,0,0,27.09,0,0,0,681.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20139.54,130274.43,14174.19,113183.83508,5965.35861,17090.65051,50065.94,51147.98,28758.11,26013.27,24348.32,2517.01,0,229,268,206,107,163,23,0,"12245220000164",2020-03-03
21919,21918,11204,2019-04-03 13:54:39,2020-07-08 14:15:04,8210.09,4,2289,0,0,0,0,0,5921.09,2289,0,0,0,0,0,5921.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23440.87,266024.07,23375.9,256735.43011,64.97521,9288.72044,0,41702.9,71378,51060,71511.5,58023,1315173.69,0,140,266,137,275,277,5480,"15293952000380",2018-09-20
48552,48552,10033,2020-07-08 14:04:21,2020-07-08 14:04:21,332.6,1,332.6,0,0,0,0,0,0,332.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31015.56,31015.56,24461.38986,24461.38986,6554.18731,6554.18731,70196,0.01,0,0,0,0,0,238,1,0,0,0,0,0,"31457939000103",2020-07-03
47901,47901,9697,2020-07-08 12:38:24,2020-07-08 12:38:24,94.21,1,94.21,0,0,0,0,0,0,94.21,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14724.64,14724.64,12642.67,12642.67,2081.97016,2081.97016,14481.5,5370.6,0,0,0,0,0,110,54,0,0,0,0,0,"04731906000137",2020-06-20
